name,market_value,goals,assists,contribution
Sébastien Grax,11.918397239722838,1,1,2
Marvin Compper,12.206077645517674,3,0,3
Dele Adeleye,12.206077645517674,0,0,0
Ólafur Ingi Skúlason,11.51293546492023,9,3,12
Allan McGregor,12.611541086966115,0,0,0
Mark Fotheringham,12.429220196836383,0,0,0
David Marshall,10.819798284210286,0,1,1
Rab Douglas,11.51293546492023,0,0,0
Paul Lawson,12.899222326086994,2,1,3
Craig Beattie,12.611541086966115,0,0,0
Ross Wallace,12.899222326086994,0,1,1
Rudi Skacel,11.51293546492023,1,4,5
Edú,13.122365377402328,1,1,2
Oleg Yashchuk,12.206077645517674,1,1,2
Sherjill MacDonald,11.918397239722838,1,0,1
Alan Hutton,13.815511557963774,1,2,3
Zurab Khizanishvili,12.206077645517674,0,1,1
Hans Cornelis,12.206077645517674,1,5,6
Karel Geraerts,11.918397239722838,11,7,18
Marat Izmailov,12.611541086966115,4,4,8
Dmitriy Loskov,10.819798284210286,0,0,0
Birger Maertens,11.51293546492023,0,1,1
David Rozehnal,11.51293546492023,1,1,2
Tim Smolders,12.206077645517674,4,3,7
Stijn Stijnen,13.304686600863562,0,0,0
Pantelis Kafes,12.611541086966115,1,0,1
Tomas Hübschman,10.12667110305036,1,1,2
Efthymios Kouloucheris,12.611541086966115,1,0,1
Athanasios Kostoulas,11.918397239722838,0,0,0
Pavel Krmas,12.429220196836383,3,1,4
Stefanos Kotsolis,11.918397239722838,0,0,0
Sotiris Kyrgiakos,12.611541086966115,0,0,0
Nery Castillo,13.815511557963774,2,1,3
Anastasios Pantos,11.918397239722838,0,1,1
Spyros Vallas,13.122365377402328,1,0,1
Christos Patsatzoglou,11.51293546492023,0,1,1
Oleksandr Shovkovskyi,12.206077645517674,0,0,0
Vitaliy Reva,12.206077645517674,0,0,0
Artem Milevskyi,11.51293546492023,1,5,6
Bosingwa,13.997832948091215,0,7,7
Bruno Moraes,11.918397239722838,2,0,2
Ricardo Carvalho,11.51293546492023,2,4,6
César Peixoto,12.899222326086994,4,3,7
Paulo Ferreira,13.527829818844937,0,0,0
Georgios Seitaridis,13.592368256649284,0,3,3
Giannis Arabatzis,10.819798284210286,0,0,0
Sotiris Lyberopoulos,11.225256725762893,0,0,0
Vangelis Moras,11.51293546492023,7,4,11
Nikolaos Pourtoulidis,11.51293546492023,0,1,1
Nikolaos Georgeas,11.51293546492023,0,2,2
Reto Ziegler,11.51293546492023,0,1,1
Veroljub Salatic,12.206077645517674,0,1,1
Almen Abdi,13.527829818844937,2,0,2
Richard Chaplow,11.736077016252437,0,0,0
Rob Hulse,12.429220196836383,1,0,1
Michael Dawson,12.206077645517674,6,1,7
Wes Morgan,12.899222326086994,10,3,13
Michael Doyle,12.206077645517674,0,0,0
Isaac Osbourne,12.691583538230217,1,0,1
Aykut Ercetin,11.51293546492023,0,0,0
Orhan Sam,10.819798284210286,0,1,1
Güven Varol,10.819798284210286,3,6,9
Cagdas Atan,11.918397239722838,1,4,5
Dani Fernández,11.918397239722838,1,6,7
Bernt Evens,12.206077645517674,2,2,4
Fabio Coltorti,12.206077645517674,0,0,0
Daniel Fernandes,10.12667110305036,0,0,0
Alexander Farnerud,11.51293546492023,5,5,10
Jeffrey Rentmeister,12.206077645517674,0,0,0
Igor Duljaj,12.611541086966115,0,1,1
Andrija Delibasic,13.45883704259595,6,3,9
Alexander Stolz,11.51293546492023,0,0,0
Shaun MacDonald,11.225256725762893,0,0,0
Paul Gallagher,12.429220196836383,5,1,6
Uwe Hünemeier,12.206077645517674,4,3,7
Mehmet Akgün,10.12667110305036,0,1,1
Mehdi Taouil,11.736077016252437,3,4,7
Mike Williamson,12.429220196836383,1,1,2
Karim Guédé,11.918397239722838,5,7,12
Ramiro Funes Mori,13.815511557963774,7,4,11
Oliver Fink,11.51293546492023,6,6,12
Steffen Wohlfarth,12.429220196836383,3,2,5
Jim Goodwin,10.12667110305036,2,3,5
Peter MacDonald,12.206077645517674,1,0,1
Lee McCulloch,11.918397239722838,0,0,0
Kevin McNaughton,12.429220196836383,0,0,0
Alan Gow,12.899222326086994,0,1,1
Rob Green,12.429220196836383,0,0,0
Adam Kwarasey,12.611541086966115,0,0,0
Aytac Sulu,11.736077016252437,10,2,12
Kossi Agassa,12.429220196836383,0,0,0
Ludovic Butelle,11.51293546492023,0,1,1
Johan Liébus,12.206077645517674,0,0,0
Igor Skoba,11.51293546492023,0,2,2
Sylvain Marchal,12.429220196836383,1,0,1
Franck Béria,13.122365377402328,1,6,7
Ismaël Bouzid,10.819798284210286,0,0,0
Per Kröldrup,12.206077645517674,1,0,1
Sjoerd Ars,11.918397239722838,0,0,0
Glenn Whelan,10.819798284210286,0,7,7
Stephen Kelly,12.765691290604371,0,0,0
Michael Turner,12.765691290604371,3,0,3
François Clerc,12.611541086966115,3,7,10
Michel Bastos,13.122365377402328,11,3,14
Lorik Cana,13.815511557963774,2,2,4
Jean-Pascal Mignot,12.429220196836383,0,0,0
Hassan Yebda,11.51293546492023,4,2,6
Niki Mäenpää,10.819798284210286,0,1,1
Marc Planus,13.122365377402328,1,1,2
Alexander Tettey,13.122365377402328,4,3,7
Grégory Bourillon,12.899222326086994,5,4,9
Jacques Faty,12.765691290604371,0,0,0
Shefki Kuqi,12.429220196836383,0,0,0
Tommy Smith,12.429220196836383,0,0,0
Souleymane Diawara,12.429220196836383,3,0,3
Guirane N'Daw,12.429220196836383,3,1,4
Peter Odemwingie,13.122365377402328,12,6,18
Oguchi Onyewu,12.206077645517674,2,0,2
Silvio Proto,11.51293546492023,0,1,1
Oguzhan Bahadir,10.12667110305036,0,0,0
Rudnei,12.524530013005734,0,3,3
Paul Gallacher,12.206077645517674,0,0,0
Mark Wilson,12.691583538230217,0,2,2
David McCracken,11.918397239722838,1,1,2
Craig Gordon,10.819798284210286,0,0,0
Alan Maybury,11.225256725762893,0,2,2
Andy Webster,12.323860125621126,1,0,1
Noel Hunt,11.918397239722838,5,2,7
Barry Nicholson,12.206077645517674,2,1,3
David Clarkson,12.323860125621126,9,4,13
Stephen Pearson,12.323860125621126,11,6,17
Paul Quinn,12.611541086966115,6,0,6
Neil Alexander,11.918397239722838,0,0,0
James Collins,13.304686600863562,7,3,10
Stephen Dobbie,12.206077645517674,0,0,0
Kevin Thomson,12.834683971615659,0,3,3
Steven Whittaker,12.206077645517674,4,5,9
Danny Gabbidon,12.429220196836383,1,0,1
James Fowler,11.51293546492023,3,1,4
Garry Hay,12.691583538230217,0,0,0
Gary McDonald,12.765691290604371,1,6,7
Colin Nish,12.524530013005734,3,4,7
Neil McGregor,12.429220196836383,0,0,0
Craig Samson,12.691583538230217,0,0,0
Cammy Bell,10.819798284210286,0,0,0
Jamie Hamill,12.429220196836383,7,6,13
Russell Anderson,13.017005083966255,2,3,5
Chris Clark,12.524530013005734,1,0,1
Ryan Esson,11.51293546492023,0,0,0
Mark Kerr,10.12667110305036,0,0,0
Jason Scotland,12.429220196836383,5,1,6
Dave Mackay,13.122365377402328,9,7,16
Gavin Rae,12.765691290604371,3,2,5
Julián Speroni,12.429220196836383,0,0,0
Jamie Langfield,11.51293546492023,0,3,3
Lee Mair,12.323860125621126,2,2,4
Steven Milne,12.323860125621126,2,1,3
Jaroslav Drobny,10.819798284210286,0,1,1
Grigoris Makos,12.765691290604371,3,3,6
Dimitrios Sotiriou,10.819798284210286,0,0,0
Alexandros Tziolis,13.07107218827772,5,4,9
Vlasis Kazakis,12.206077645517674,3,1,4
Nikolaos Anastasopoulos,11.918397239722838,0,0,0
Michaël Ciani,12.899222326086994,5,1,6
Alessio Cragno,14.220976332738882,0,0,0
Davy De Beule,12.899222326086994,1,1,2
Leonidas Kampantais,12.611541086966115,7,3,10
Georgios Kousas,10.819798284210286,3,2,5
Bertrand Laquait,12.429220196836383,0,0,0
Killian Overmeire,12.206077645517674,4,3,7
Avraam Papadopoulos,12.206077645517674,4,1,5
Stelios Sfakianakis,11.918397239722838,0,0,0
Arnar Vidarsson,11.51293546492023,0,1,1
Logan Bailly,12.765691290604371,0,0,0
Eric Matoukou,11.918397239722838,2,0,2
Boldizsár Bodor,12.206077645517674,1,1,2
Frederik Boi,11.918397239722838,1,0,1
Arthur Boka,13.122365377402328,4,4,8
Boubacar Copa,10.12667110305036,0,0,0
Daniel Cruz,12.765691290604371,0,1,1
Luciano,13.122365377402328,0,0,0
Wim De Decker,11.918397239722838,1,2,3
Jonas De Roeck,10.819798284210286,0,1,1
Carl Hoefkens,11.51293546492023,1,2,3
Jonas Ivens,12.429220196836383,0,0,0
Kristof Lardenoit,12.206077645517674,0,0,0
David Meul,12.611541086966115,0,0,0
Pieter-Jan Monteyne,10.819798284210286,3,6,9
Kristof Snelders,12.611541086966115,0,0,0
Kenny Thompson,12.611541086966115,0,5,5
Bram Verbist,12.429220196836383,0,0,0
Nicolas Timmermans,11.51293546492023,1,1,2
Stef Wils,12.206077645517674,1,0,1
Marco Né,13.304686600863562,1,0,1
Laurent Delorge,13.122365377402328,1,1,2
Bruno Alves,11.51293546492023,11,5,16
Moreno,11.51293546492023,2,2,4
João Tomás,13.592368256649284,9,2,11
Filipe Anunciação,12.206077645517674,0,1,1
Ricardo Silva,12.611541086966115,0,0,0
Fary Faye,11.918397239722838,0,1,1
Alex,13.122365377402328,0,1,1
José Moreira,10.12667110305036,0,0,0
Tiago Gomes,11.918397239722838,1,2,3
Darren Bent,13.815511557963774,12,3,15
Tim Sparv,11.918397239722838,7,6,13
Frank Boeckx,12.429220196836383,0,0,0
Bram Castro,11.51293546492023,0,0,0
Thomas Chatelle,12.429220196836383,2,5,7
Rachid Farssi,12.429220196836383,0,5,5
Johnny Leoni,11.918397239722838,0,0,0
Sam Morrow,12.524530013005734,3,2,5
Wim Raymaekers,12.765691290604371,1,0,1
Bernd Thijs,11.918397239722838,1,0,1
Tom Van Imschoot,11.51293546492023,3,1,4
Kevin Vandenbergh,11.918397239722838,0,0,0
Didier Zokora,12.611541086966115,0,2,2
Omar Daley,12.429220196836383,1,0,1
Grant Holt,12.765691290604371,9,5,14
Nicky Shorey,12.429220196836383,0,4,4
Steve Sidwell,13.815511557963774,12,4,16
Nathan Tyson,12.429220196836383,0,1,1
Lee Camp,11.918397239722838,0,0,0
Jurgen Cavens,11.51293546492023,1,0,1
Lee Grant,12.429220196836383,0,0,0
Mustapha Oussalah,11.918397239722838,6,4,10
Chris Turner,12.429220196836383,0,0,0
Olivier Werner,10.819798284210286,0,0,0
Tim Clancy,12.765691290604371,1,0,1
Ben Foster,12.611541086966115,0,1,1
Karl Henry,13.122365377402328,0,0,0
Clint Hill,12.899222326086994,5,2,7
Wayne Thomas,10.819798284210286,0,0,0
Andy Wilkinson,13.815511557963774,0,0,0
Kelvin Davis,12.429220196836383,0,0,0
Dean Whitehead,12.429220196836383,1,0,1
Thomas Bröker,11.736077016252437,0,0,0
Jimmy Hempte,11.51293546492023,0,0,0
Miljan Mrdakovic,12.206077645517674,6,1,7
Gaby Mudingayi,10.819798284210286,0,1,1
Lee Cook,12.899222326086994,0,0,0
Grant Leadbitter,14.285514812209815,3,1,4
Hugo,12.611541086966115,0,0,0
Diego Lugano,13.122365377402328,1,1,2
Marius Niculae,12.611541086966115,3,1,4
Serge Dié,12.206077645517674,3,3,6
Anestis Agritis,11.918397239722838,4,1,5
Custódio,13.122365377402328,9,6,15
Ricardo,12.206077645517674,1,0,1
Zé Castro,10.12667110305036,2,4,6
Cédric Berthelin,12.429220196836383,0,0,0
Hussein Yasser,10.819798284210286,0,4,4
Edwin Ouon,11.918397239722838,2,2,4
Simon Ramsden,12.611541086966115,1,4,5
James McPake,12.611541086966115,6,4,10
Colin McMenamin,12.611541086966115,1,1,2
Liedson,12.429220196836383,0,1,1
Quim,10.819798284210286,0,0,0
Pedro Costa,12.206077645517674,0,0,0
Tonel,12.206077645517674,2,0,2
Ashkan Dejagah,11.225256725762893,6,6,12
Shaun Derry,13.122365377402328,0,0,0
Matty Fryatt,12.429220196836383,6,0,6
Andy Johnson,13.815511557963774,0,1,1
Mikele Leigertwood,13.304686600863562,2,0,2
Mamady Sidibé,13.45883704259595,0,0,0
Ben Watson,12.429220196836383,3,5,8
Helton,10.12667110305036,0,0,0
Márcio Abreu,13.710151153416941,4,4,8
Ramon Zomer,13.384729180332174,5,4,9
Luís Olim,12.611541086966115,0,1,1
Briguel,10.819798284210286,0,4,4
Cláudio Pitbull,12.429220196836383,0,0,0
Kürsat Duymus,12.206077645517674,0,0,0
David Vaughan,13.122365377402328,1,0,1
Gary Glen,11.918397239722838,3,5,8
Gonçalo Brandão,10.12667110305036,1,0,1
Dario Kresic,11.918397239722838,0,0,0
Miguel Fidalgo,11.918397239722838,0,0,0
Paulo Assunção,12.611541086966115,0,0,0
Antolín Alcaraz,10.12667110305036,1,0,1
Amoreirinha,12.429220196836383,0,0,0
André Vilas Boas,11.51293546492023,1,0,1
André Bikey,12.765691290604371,2,0,2
Cadú,10.12667110305036,1,0,1
Castro,12.611541086966115,0,0,0
Danielson,10.819798284210286,3,2,5
João Paulo,10.819798284210286,1,0,1
Manú,11.51293546492023,0,0,0
Marcos António,12.611541086966115,0,0,0
José Nunes,11.51293546492023,0,0,0
Paulo César,13.997832948091215,0,0,0
Ricardo Fernandes,12.206077645517674,0,0,0
Júnior,11.51293546492023,1,2,3
Miguel Garcia,13.304686600863562,0,2,2
Luís Filipe,12.206077645517674,0,1,1
Pablo Contreras,13.815511557963774,1,0,1
Anestis Anastasiadis,11.51293546492023,8,2,10
Konstantinos Barbas,12.206077645517674,1,0,1
Iago Bouzón,12.206077645517674,0,0,0
Quincy Owusu-Abeyie,13.592368256649284,1,6,7
Ryan Smith,13.122365377402328,0,1,1
Scott Carson,11.51293546492023,0,0,0
Craig Conway,12.765691290604371,3,2,5
Iain Davidson,10.12667110305036,2,1,3
Darren Hill,10.819798284210286,0,0,0
Cillian Sheridan,11.918397239722838,10,2,12
Mark Brown,12.206077645517674,0,0,0
Russell Duncan,12.429220196836383,0,0,0
Michael Fraser,12.611541086966115,0,0,0
Grant Munro,12.765691290604371,2,2,4
Ross Tokely,12.206077645517674,0,0,0
Martin Canning,12.206077645517674,0,0,0
Sean Higgins,11.51293546492023,0,4,4
Kirk Broadfoot,10.12667110305036,2,6,8
Simon Lappin,12.765691290604371,3,4,7
David van Zanten,12.611541086966115,1,4,5
Stephen O'Donnell,12.691583538230217,0,0,0
Andreas Ottl,13.122365377402328,0,0,0
Pierre Boya,12.524530013005734,4,1,5
Marcelo Carné,12.765691290604371,0,0,0
Cédric Makiadi,13.384729180332174,4,5,9
Oleksiy Belik,12.899222326086994,0,1,1
Mariusz Lewandowski,12.899222326086994,2,0,2
Stipe Pletikosa,13.122365377402328,0,0,0
Adrian Pukanych,11.51293546492023,1,0,1
Anatoliy Tymoshchuk,10.819798284210286,1,1,2
Andriy Vorobey,12.611541086966115,1,0,1
Rio Mavuba,13.527829818844937,2,2,4
Nicolas Godemèche,12.611541086966115,0,0,0
Martin Albrechtsen,11.51293546492023,4,3,7
Jesper Bech,11.51293546492023,4,2,6
Martin Bergvold,11.225256725762893,0,2,2
Hjalte Bo Nörregaard,12.206077645517674,1,3,4
Bo Svensson,13.122365377402328,0,1,1
Christoph Janker,11.51293546492023,0,0,0
Edgaras Cesnauskis,12.206077645517674,2,3,5
João Carlos,12.429220196836383,3,5,8
Velizar Dimitrov,12.899222326086994,5,7,12
Niki Zimling,12.611541086966115,9,6,15
Ronnie Bendtsen,10.819798284210286,0,0,0
Thomas Hansen,12.206077645517674,4,0,4
Martin Retov,11.51293546492023,1,3,4
Maksym Kalynychenko,13.122365377402328,2,1,3
Artem Radkov,14.151983508870947,0,0,0
Aleksandr Pavlenko,11.51293546492023,1,3,4
Aleksey Rebko,11.918397239722838,2,0,2
Aleksandr Sheshukov,10.12667110305036,0,3,3
Dmitri A. Smirnov,10.12667110305036,3,0,3
Igor Semshov,12.611541086966115,6,1,7
Konstantin Zyryanov,10.12667110305036,7,3,10
Thomas Augustinussen,12.206077645517674,2,1,3
Kasper Jensen,12.206077645517674,0,0,0
Michael Silberbauer,11.918397239722838,1,2,3
Rasmus Würtz,12.611541086966115,3,6,9
Markos Maragoudakis,11.51293546492023,3,0,3
Andy Barrowman,12.611541086966115,1,0,1
Keiren Westwood,12.206077645517674,0,0,0
Chris Hogg,12.323860125621126,0,1,1
Liam Rosenior,13.815511557963774,1,6,7
Andreas Johansson,12.206077645517674,4,1,5
Fredrik Stenman,12.429220196836383,0,2,2
Artur Boruc,10.819798284210286,0,1,1
Njogu Demba-Nyrén,12.206077645517674,0,0,0
Zhivko Milanov,12.429220196836383,0,1,1
Geoffrey Dernis,12.206077645517674,1,1,2
Miso Brecko,12.429220196836383,0,1,1
Fernando,13.122365377402328,2,0,2
Rodrigo Taddei,11.225256725762893,2,1,3
Aleksey Berezutski,11.51293546492023,3,3,6
Vyacheslav Malafeev,12.206077645517674,0,0,0
Sergey Semak,11.51293546492023,4,3,7
Dmitriy Bulykin,12.611541086966115,5,2,7
Sören Berg,11.51293546492023,0,0,0
Maris Verpakovskis,12.206077645517674,2,2,4
Ahmed Samir Farag,11.918397239722838,1,0,1
Alex,13.815511557963774,11,2,13
Georgios Abaris,11.51293546492023,0,0,0
Fábio Bilica,12.206077645517674,0,1,1
Jordi López,11.918397239722838,3,1,4
Hakon Opdal,11.51293546492023,0,0,0
Aristide Bancé,12.206077645517674,1,2,3
Ángel López,11.51293546492023,1,0,1
Grégory Lorenzi,12.429220196836383,2,1,3
Ilya Abaev,10.12667110305036,0,0,0
Igor Akinfeev,13.815511557963774,0,3,3
Dmitriy Kirichenko,10.819798284210286,6,0,6
Ruslan Nakhushev,13.017005083966255,0,3,3
Elvir Rahimic,10.819798284210286,0,0,0
Deividas Semberas,11.918397239722838,0,0,0
Bogdan Shershun,13.122365377402328,2,0,2
Artur Tlisov,13.122365377402328,1,1,2
Maksim Astafjev,10.12667110305036,1,0,1
Roman Berezovskiy,10.819798284210286,0,0,0
Vitaliy Grishin,11.51293546492023,0,0,0
Zydrunas Karcemarskas,10.819798284210286,0,0,0
Artem Rebrov,11.51293546492023,0,0,0
Borja Oubiña,14.220976332738882,2,1,3
Melli,11.51293546492023,2,0,2
Evgeniy Aldonin,12.611541086966115,0,1,1
Sergei Pareiko,11.51293546492023,0,0,0
Marc Bertrán,12.206077645517674,0,3,3
Carlos García,12.611541086966115,0,0,0
Moisés Hurtado,12.206077645517674,0,0,0
Tim Janssen,12.611541086966115,4,1,5
Phil Bardsley,11.225256725762893,3,5,8
Yohann Rivière,12.429220196836383,1,1,2
Ferrán Corominas,10.819798284210286,5,6,11
Igor Lolo,12.206077645517674,0,1,1
César Arzo,12.206077645517674,3,1,4
Jonan García,11.918397239722838,3,2,5
Romaric,13.384729180332174,4,4,8
Elliott Ward,12.429220196836383,0,0,0
Anthony Vanden Borre,11.51293546492023,3,7,10
Roman Sharonov,11.51293546492023,1,0,1
Kostadin Hazurov,10.819798284210286,11,4,15
Dániel Tőzsér,12.691583538230217,0,1,1
Thomas Vermaelen,13.45883704259595,1,2,3
Jason Brown,12.611541086966115,0,0,0
Jamie Mackie,13.592368256649284,2,0,2
David Martin,11.225256725762893,0,0,0
Júlio Baptista,11.51293546492023,4,2,6
Josep Lluís Martí,11.51293546492023,1,1,2
Esteban,11.51293546492023,0,0,0
Juan Calatayud,12.899222326086994,0,0,0
Álex Geijo,10.819798284210286,1,1,2
Juan Rodríguez,12.611541086966115,3,4,7
Serkan Kirintili,10.12667110305036,0,0,0
Metin Depe,12.206077645517674,0,0,0
Aleksandre Amisulashvili,12.611541086966115,1,2,3
Nicola Pozzi,10.819798284210286,3,3,6
Paíto,13.122365377402328,0,3,3
Ayoze Díaz,12.899222326086994,0,0,0
Georgios Kantimiris,11.51293546492023,0,0,0
Kendal Ucar,12.611541086966115,1,0,1
Mohamadou Sissoko,11.51293546492023,0,0,0
Christian Kinkela,11.51293546492023,0,0,0
Rafa López,12.429220196836383,1,2,3
Charles,11.736077016252437,2,3,5
Mickaël Chrétien Basser,12.429220196836383,1,3,4
Iosif Daskalakis,12.611541086966115,0,0,0
Anastasios Dentsas,11.51293546492023,0,0,0
Orestis Karnezis,13.122365377402328,0,0,0
Ilias Kotsios,10.819798284210286,5,0,5
Dimitrios Koutsopoulos,10.819798284210286,0,0,0
Manolis Kallergis,11.736077016252437,0,0,0
Minas Pitsos,11.918397239722838,0,1,1
Michalis Sifakis,11.51293546492023,0,0,0
Loukas Vyntra,11.51293546492023,4,4,8
Alexander Baumjohann,11.51293546492023,1,6,7
Ramazan Özcan,12.611541086966115,0,0,0
Turgay Bahadir,12.206077645517674,2,0,2
Georgios Barkoglou,12.206077645517674,5,0,5
Giannis Christou,11.51293546492023,1,3,4
Georgios Fotakis,11.51293546492023,4,7,11
Milan Vjestica,11.918397239722838,0,0,0
Daniel Halfar,12.899222326086994,0,3,3
Carlos Cuéllar,10.819798284210286,1,1,2
Juan Valera,14.508658238524095,2,0,2
Christos Karypidis,11.51293546492023,3,0,3
Vangelis Koutsopoulos,12.611541086966115,0,1,1
Georgios Makris,11.225256725762893,10,3,13
Faris Haroun,11.51293546492023,9,7,16
Alex Cordaz,12.206077645517674,0,0,0
Álvaro Mejía,11.51293546492023,0,0,0
Enzo Maresca,12.206077645517674,4,1,5
Osmar Ferreyra,12.429220196836383,1,1,2
Hakan Arikan,10.819798284210286,0,0,0
Ömer Aysan Baris,12.611541086966115,1,0,1
Danny Guthrie,11.51293546492023,1,1,2
Markus Steinhöfer,12.429220196836383,0,1,1
Edson Braafheid,11.51293546492023,0,2,2
Daniel Brückner,11.225256725762893,0,1,1
Niko Kranjcar,13.122365377402328,7,6,13
Bora Sevim,10.12667110305036,0,0,0
Marco Amelia,11.51293546492023,0,0,0
Tolga Zengin,11.51293546492023,0,1,1
Alessandro Potenza,11.51293546492023,0,0,0
Ken Reichel,12.323860125621126,1,2,3
Wolfgang Hesl,11.736077016252437,0,0,0
Alessandro Gamberini,12.429220196836383,2,2,4
Cesare Natali,11.51293546492023,1,2,3
Claudio Terzi,12.206077645517674,2,1,3
Federico Agliardi,11.225256725762893,0,0,0
Paolo Castellini,11.51293546492023,0,0,0
Alessandro Rosina,11.918397239722838,5,4,9
Kasper Schmeichel,12.611541086966115,0,0,0
David Mendes da Silva,12.206077645517674,0,0,0
Marcin Wasilewski,10.819798284210286,2,2,4
Slawomir Peszko,11.918397239722838,0,1,1
Marcel de Jong,12.07254696717504,1,2,3
Mees Siers,11.225256725762893,0,0,0
Marvin Matip,12.429220196836383,2,1,3
Michael Gspurning,11.918397239722838,0,0,0
Michael Liendl,12.07254696717504,1,4,5
Ibrahim Akin,10.819798284210286,3,6,9
Felipe,10.12667110305036,7,3,10
Sulley Muntari,10.819798284210286,11,3,14
Michele Pazienza,10.12667110305036,1,3,4
Alessandro Agostini,12.611541086966115,0,2,2
Marko Basa,13.815511557963774,9,4,13
Aleksandar Trisovic,12.429220196836383,0,0,0
Paraskevas Andralas,12.206077645517674,1,0,1
Grigoris Papazacharias,11.51293546492023,0,1,1
Miroslaw Sznaucner,12.429220196836383,0,0,0
Konstantinos Kapetanos,12.206077645517674,0,3,3
Panagiotis Lagos,13.122365377402328,0,0,0
Luigi Cennamo,11.51293546492023,0,1,1
Anastasios Venetis,11.918397239722838,2,1,3
Ilan,13.122365377402328,4,2,6
